"行識別子","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","処理区域内人口（人） [servicePopulation]","水洗化人口（人） [connectedPopulation]","年間汚水処理水量（m³/年） [treatedVolume]","年間有収水量（m³/年） [annualBillableVolume]","一般家庭用20m³月額（円/月・税込） [householdFee20m3Yen]","使用料収入（千円/年） [sewerFeeRevenue]","汚水処理費（千円/年） [wastewaterTreatmentCost]","維持管理費分（千円/年） [opexComponent]","資本費分（千円/年） [capitalCostComponent]","営業費用（千円） [operating_expense]","管渠費（千円） [pipeline_expense]","ポンプ場費（千円） [pump_station_expense]","処理場費（千円） [treatment_plant_expense]","業務費（千円） [business_expense]","総係費（千円） [general_administration_expense]","職員給与費計（千円） [personnel_cost_total]","支払利息計（千円） [interest_cost_total]","減価償却費（千円） [depreciation_cost]","動力費（千円） [power_cost]","水道光熱費（千円） [water_and_utilities_cost]","通信運搬費（千円） [communications_transport_cost]","修繕費（千円） [repair_cost]","材料費（千円） [materials_cost]","薬品費（千円） [chemical_cost]","路面復旧費（千円） [road_restoration_cost]","委託料（千円） [outsourcing_cost]","流域下水道管理運営費負担金（千円） [regional_sewerage_contribution]","その他（千円） [other_cost]","費用合計（千円） [total_cost]"
"112321:17-1-000:legal_applied:2020","112321","久喜市","17-1-000","legal_applied","2020","105458","98313","14941728","12016749","1870","1301418","1802512","1268111","534401","3326204","68194","120919","0","100673","151619","101439","242842","1784057","18310","9543","2065","33871","0","0","0","241550","1077312","96846","3607835"
"112330:17-1-000:legal_applied:2020","112330","北本市","17-1-000","legal_applied","2020","49083","48874","7369754","5200352","1980","509821","686582","337121","349461","881991","37328","4615","0","50512","31335","45184","61760","494700","1056","13","32","10494","702","0","0","22420","263501","49395","949257"
"112348:17-1-000:legal_applied:2020","112348","八潮市","17-1-000","legal_applied","2020","71857","66173","13212263","11006056","1980","1119751","1572106","661812","910294","2178163","30186","84116","0","51089","62973","55595","294557","1465099","4862","515","648","53568","0","0","0","60057","480446","70837","2486184"
"112356:17-1-000:legal_applied:2020","112356","富士見市","17-1-000","legal_applied","2020","106640","105913","12446573","10205533","1650","894958","838966","484855","354111","1197085","97958","0","0","35825","29256","29587","97758","670021","0","4739","662","882","2282","0","0","84105","364019","46610","1300665"
"112372:17-1-000:legal_applied:2020","112372","三郷市","17-1-000","legal_applied","2020","121504","107802","13478655","11350158","2214","1271838","1479755","709152","770603","2352039","99814","18722","0","76821","39844","66701","381175","1625298","2315","559","1199","16137","677","0","0","144156","490133","7076","2735426"
"112381:17-1-000:legal_applied:2020","112381","蓮田市","17-1-000","legal_applied","2020","43283","40045","5133740","4378304","1980","494760","675941","304551","371390","813716","20935","7785","0","42341","49770","26110","93684","506079","2638","69","303","13569","0","0","0","67354","186682","11920","908408"
"112402:17-1-000:legal_applied:2020","112402","幸手市","17-1-000","legal_applied","2020","23256","19092","2977644","2105123","1595","170397","315768","197732","118036","612421","9320","22888","0","12732","53454","31696","63628","405184","4553","726","442","8710","0","0","0","38940","108843","14632","677354"
"112429:17-1-000:legal_applied:2020","112429","日高市","17-1-000","legal_applied","2020","33074","32625","3843188","3288261","2761","632704","611921","358105","253816","857327","50352","14475","226784","39866","39039","73574","75954","480590","52808","591","1326","37975","80","9719","0","185198","0","16208","934023"
"112437:17-1-000:legal_applied:2020","112437","吉川市","17-1-000","legal_applied","2020","60921","58759","6498385","5862684","1870","626081","464000","323382","140618","1230900","16935","49426","0","45764","46642","29738","81940","833341","12119","101","1052","768","7","0","0","98761","236305","24440","1318572"
"112453:17-1-000:legal_applied:2020","112453","ふじみ野市","17-1-000","legal_applied","2020","107644","104773","15925169","13094000","1367","1027203","887486","599778","287708","1411270","120173","0","0","73729","36724","58409","45153","701507","0","1093","122","43321","1420","0","0","127450","468774","24890","1472139"
"112461:17-1-000:legal_applied:2020","112461","白岡市","17-1-000","legal_applied","2020","36523","35038","4017983","3472277","2070","365381","499556","261942","237614","839708","9322","29566","0","0","105645","44038","89416","547098","8194","78","560","2946","0","0","0","67369","146108","25474","931281"
"113018:17-1-000:legal_applied:2020","113018","伊奈町","17-1-000","legal_applied","2020","33290","31492","3721689","3416427","2398","448206","467001","219181","247820","745671","20041","18555","0","21475","25138","31190","73598","522855","3651","14","64","957","963","0","2259","20029","135334","28542","819456"
"113247:17-1-000:legal_applied:2020","113247","三芳町","17-1-000","legal_applied","2020","30517","30511","5003496","4348802","1540","392794","453773","230887","222886","471364","23480","9369","0","24404","20678","15936","13824","237100","1478","18","72","7784","711","0","0","47771","156321","5188","486203"
"113417:17-1-000:non_legal_applied:2020","113417","滑川町","17-1-000","non_legal_applied","2020","10889","10606","1306286","1168109","2530","191979","204710","150499","54211","","","","","","","","","","","","","","","","","","","",""
"113425:17-1-000:legal_applied:2020","113425","嵐山町","17-1-000","legal_applied","2020","12028","10804","1739543","1553521","2530","265421","266629","218752","47877","416864","26800","0","0","0","56003","19941","42893","196479","0","2477","31","5491","0","0","0","52703","137582","2887","460484"
"113433:17-1-000:legal_applied:2020","113433","小川町","17-1-000","legal_applied","2020","15624","12661","1617075","1451349","2410","198667","224268","224268","0","496322","10595","0","0","9727","74149","31740","58936","272589","0","2160","25","2945","0","0","0","51832","127896","9036","557159"
"113468:17-1-000:legal_applied:2020","113468","川島町","17-1-000","legal_applied","2020","9805","9595","1602429","1376379","1540","130213","156406","89453","66953","396700","27143","0","0","0","20009","15512","36722","302780","0","817","42","9115","89","0","0","17633","46768","4440","433918"
"113476:17-1-000:non_legal_applied:2020","113476","吉見町","17-1-000","non_legal_applied","2020","2475","2393","910908","880427","2145","165203","161720","53396","108324","","","","","","","","","","","","","","","","","","","",""
"113816:17-1-000:non_legal_applied:2020","113816","美里町","17-1-000","non_legal_applied","2020","801","237","18611","18611","2200","2432","7821","7821","0","","","","","","","","","","","","","","","","","","","",""
"113832:17-1-000:non_legal_applied:2020","113832","神川町","17-1-000","non_legal_applied","2020","415","111","54645","51913","2420","16374","27565","18712","8853","","","","","","","","","","","","","","","","","","","",""
"113859:17-1-000:legal_applied:2020","113859","上里町","17-1-000","legal_applied","2020","3773","1815","344158","344158","2167","55710","83766","68200","15566","181029","22530","0","0","0","19846","16832","36902","113051","0","450","112","1291","0","0","0","19815","25602","4098","218153"
"114081:17-1-000:legal_applied:2020","114081","寄居町","17-1-000","legal_applied","2020","8290","7328","1097236","1027414","2310","157453","154112","122594","31518","408458","10049","0","992","0","13910","5930","33216","284756","2316","0","287","1013","0","0","0","8465","98751","7146","441880"
"114421:17-1-000:legal_applied:2020","114421","宮代町","17-1-000","legal_applied","2020","24889","23670","3033540","2363087","1883","231021","355360","176869","178491","935082","20140","15976","0","14332","20775","12435","84302","748994","5443","68","453","6521","0","0","2096","39526","110311","9998","1020147"
"114642:17-1-000:legal_applied:2020","114642","杉戸町","17-1-000","legal_applied","2020","27835","25278","3112091","2753999","1870","278306","359690","229934","129756","683023","32209","4388","0","0","44213","32403","55776","487831","1543","0","179","2380","0","0","0","32570","114382","56119","783183"
"114651:17-1-000:legal_applied:2020","114651","松伏町","17-1-000","legal_applied","2020","19855","16738","1760029","1636998","2035","172809","245550","150669","94881","465974","2642","17940","0","0","67775","27949","48327","313616","3931","20","167","1364","0","0","0","37740","64001","18376","515491"
"118541:17-1-000:legal_applied:2020","118541","坂戸、鶴ケ島下水道組合","17-1-000","legal_applied","2020","124669","118620","17054440","12920954","2343","1808264","1911429","1238877","672552","3725679","119909","110755","923717","0","168564","251785","229292","2252969","121844","4703","4132","100500","309","0","0","908810","0","96585","3970929"
"118907:17-1-000:legal_applied:2020","118907","毛呂山・越生・鳩山公共下水道組合","17-1-000","legal_applied","2020","37143","33550","4608699","4058306","1925","436603","627015","487221","139794","1397990","12062","43569","297246","28187","108854","108018","90832","889964","55381","787","1748","46468","1472","497","0","230698","0","82151","1508016"
"121002:17-1-000:legal_applied:2020","121002","千葉市","17-1-000","legal_applied","2020","880651","879174","122631196","96742556","2035","12847202","12073556","6323485","5750071","23572485","741134","1334093","2156780","913168","217804","606876","3172276","15193385","0","1547","12434","718359","1980","128","0","3842232","2337117","975139","26861473"
"122025:17-1-000:legal_applied:2020","122025","銚子市","17-1-000","legal_applied","2020","27460","21874","3745964","2920453","3003","490140","498517","315966","182551","1184445","31013","4538","203197","0","81116","54373","147809","856999","27364","1187","553","8717","0","0","0","187124","0","48260","1332386"
"122033:17-1-000:legal_applied:2020","122033","市川市","17-1-000","legal_applied","2020","373500","346100","42825814","38031174","2563","5292110","5007978","3276143","1731835","7526194","258746","152947","264413","551555","57811","291409","502184","3924133","48063","2845","1858","163961","2692","24232","0","668036","1987440","429166","8046019"
"122041:17-1-000:legal_applied:2020","122041","船橋市","17-1-000","legal_applied","2020","580982","549292","67712487","54094657","2211","7283346","10437318","4404176","6033142","14349254","431340","127546","2424042","605871","151065","421692","1921790","9259576","423449","706","92679","226757","10731","53335","0","2337771","895505","669821","16313812"
"122050:17-1-000:legal_applied:2020","122050","館山市","17-1-000","legal_applied","2020","5500","4498","577401","531131","2617","85795","173155","173155","0","414002","0","0","124111","6304","46342","48714","79508","236865","9719","111","0","9517","629","0","0","96037","0","12413","493513"
"122068:17-1-000:legal_applied:2020","122068","木更津市","17-1-000","legal_applied","2020","75589","66173","8548059","7491683","2552","1047584","1078622","510587","568035","3470673","22869","67061","384468","87302","91266","94040","291093","2796744","71240","1960","717","47935","0","39462","0","364522","0","64101","3771814"
"122076:17-1-000:legal_applied:2020","122076","松戸市","17-1-000","legal_applied","2020","434736","418050","53299187","42752082","2468","6332437","6412812","3423676","2989136","9839092","271475","133903","219693","443291","118090","233708","894473","5841802","43357","402","1990","157419","0","3419","0","683323","2580626","434334","10874853"
"122084:17-1-000:legal_applied:2020","122084","野田市","17-1-000","legal_applied","2020","106708","99475","11717817","9419543","2310","1313586","1412930","892689","520241","3101911","116079","41337","9401","100239","60861","120178","256283","2176909","17271","423","1019","32711","0","0","350","115879","597073","41872","3359968"
"122106:17-1-000:legal_applied:2020","122106","茂原市","17-1-000","legal_applied","2020","30676","28437","5096832","3647070","3080","631032","426765","295621","131144","1140497","24827","47302","207026","31116","41212","83703","57181","789014","46663","4373","1297","42112","481","0","0","162050","0","14155","1201029"
"122114:17-1-000:legal_applied:2020","122114","成田市","17-1-000","legal_applied","2020","100893","98346","13026045","10419705","1980","1188778","1962038","983190","978848","3265272","47626","123451","655","0","179675","79147","83904","2252621","27093","198","1872","15399","0","0","0","193843","648895","56178","3359150"
"122122:17-1-000:legal_applied:2020","122122","佐倉市","17-1-000","legal_applied","2020","159236","157104","20698097","16666100","2472","2381071","1890081","1400641","489440","3208672","218674","104802","0","122735","74928","163025","52966","1649817","11335","203","1150","53529","1407","0","0","190449","1026976","122067","3272924"
"122131:17-1-000:legal_applied:2020","122131","東金市","17-1-000","legal_applied","2020","24044","22010","3398389","2607929","2714","387199","362876","296073","66803","1434925","27757","6873","200339","17632","49695","68902","79016","1105908","28503","2262","1282","15034","130","6789","184","178740","0","30503","1517253"
"122157:17-1-000:legal_applied:2020","122157","旭市","17-1-000","legal_applied","2020","6609","4588","707690","594145","2640","98563","238714","186088","52626","458332","2845","7565","136630","0","41414","53395","57422","269878","11136","138","1148","13330","0","2998","0","95962","0","13564","518971"
"122165:17-1-000:legal_applied:2020","122165","習志野市","17-1-000","legal_applied","2020","167380","163392","25481336","17944071","2192","2728339","2474099","1320062","1154037","5218366","221828","54747","872398","74022","88997","220199","414416","3420667","0","5102","1138","84296","0","0","0","899360","371800","243276","5660254"
"122173:17-1-000:legal_applied:2020","122173","柏市","17-1-000","legal_applied","2020","387366","352772","50250481","38807014","2357","5510021","5743397","3320010","2423387","8511916","391973","13592","0","353185","120335","227624","629903","4751381","14741","1013","1430","124174","0","0","0","530861","2835030","143183","9259340"
"122190:17-1-000:legal_applied:2020","122190","市原市","17-1-000","legal_applied","2020","177411","168864","20402822","17266835","2140","2109421","2241233","1182733","1058500","5296686","66025","228745","787857","129399","163074","193693","294811","3904684","231213","2028","3916","181513","122","34844","0","655678","0","112510","5615012"
"122203:17-1-000:legal_applied:2020","122203","流山市","17-1-000","legal_applied","2020","184663","171463","21705849","17251413","2200","2093139","2241987","1291560","950427","2924713","160798","0","0","82753","33315","92946","289084","1527807","0","3391","1490","12657","630","0","0","79774","1101644","115216","3224639"
"122211:17-1-000:legal_applied:2020","122211","八千代市","17-1-000","legal_applied","2020","187353","185828","21937595","17878463","2101","2211975","2126062","1438314","687748","3185093","212230","69341","0","147129","118891","145141","135498","1517467","7990","265","978","91680","2789","0","0","113347","1094194","230440","3339789"
"122220:17-1-000:legal_applied:2020","122220","我孫子市","17-1-000","legal_applied","2020","110861","109823","14417400","10841182","2178","1335208","1626683","898851","727832","2363082","57624","22278","0","92364","85904","76011","161419","1338429","4259","60","433","40050","0","0","0","128305","766431","21718","2537115"
"122246:17-1-000:legal_applied:2020","122246","鎌ケ谷市","17-1-000","legal_applied","2020","74821","69339","7983798","6254586","2698","982160","974988","649370","325618","1510582","35105","7281","0","0","180482","83871","104496","867342","908","0","414","23673","0","0","0","92455","420372","37242","1630773"
"122271:17-1-000:legal_applied:2020","122271","浦安市","17-1-000","legal_applied","2020","169678","165903","25161119","21149644","1848","2310317","2097567","1517461","580106","3233678","55922","76173","0","225848","50221","65636","139610","1552440","8467","269","215","28690","1337","0","0","223495","1272370","108046","3400575"
"122289:17-1-000:legal_applied:2020","122289","四街道市","17-1-000","legal_applied","2020","84575","80668","10154245","8004757","2145","906733","1008060","678761","329299","1890377","183746","0","0","0","88888","58474","77719","1110497","1052","747","569","42346","0","0","0","156198","503318","33787","1984707"
"122297:17-1-000:legal_applied:2020","122297","袖ケ浦市","17-1-000","legal_applied","2020","44043","42822","5333043","4790721","2344","635917","660681","340350","320331","1132165","21182","0","270906","0","70071","59164","94982","765761","40037","2930","44","5630","971","0","0","207551","0","50169","1227239"
"122301:17-1-000:legal_applied:2020","122301","八街市","17-1-000","legal_applied","2020","19043","17585","2006208","1632961","2750","227586","262151","190995","71156","632660","17785","0","0","10078","67174","63842","54058","436117","81","1205","187","4271","0","0","0","21536","99104","14701","695102"
"122319:17-1-000:legal_applied:2020","122319","印西市","17-1-000","legal_applied","2020","86579","86088","11319016","9608933","2178","1159534","1007789","861520","146269","2736272","55003","94231","0","0","178173","69990","33525","1832589","12460","279","1018","17780","7","0","0","197864","572213","39776","2777501"
"122327:17-1-000:legal_applied:2020","122327","白井市","17-1-000","legal_applied","2020","45148","44791","6207294","4986278","2200","667258","571779","473646","98133","1227758","14661","44258","0","57735","54142","35268","20962","744164","5584","179","601","18084","112","0","0","99009","312798","13752","1250513"
"122335:17-1-000:legal_applied:2020","122335","富里市","17-1-000","legal_applied","2020","32682","31492","3272482","2607660","2310","345038","384760","291960","92800","802585","5053","60211","164","0","61716","30332","39694","505397","8861","33","389","29926","0","0","0","56123","162655","9784","843194"
"122360:17-1-000:legal_applied:2020","122360","香取市","17-1-000","legal_applied","2020","22537","18600","4000035","2250763","2530","338217","337432","259292","78140","1493848","9879","33663","238114","36615","24516","88983","63204","1130652","47790","331","2832","13898","738","6584","0","65202","0","139987","1560201"
"122394:17-1-000:legal_applied:2020","122394","大網白里市","17-1-000","legal_applied","2020","24872","24165","2775869","2315246","3190","378419","313376","290272","23104","1344657","10261","14532","201750","15398","54237","67654","78291","1048429","30122","2460","1957","7828","1050","0","0","175255","0","10780","1423826"
"123226:17-1-000:legal_applied:2020","123226","酒々井町","17-1-000","legal_applied","2020","18334","17863","2249386","1803622","2266","229791","319486","125608","193878","311366","7899","5274","0","9179","5654","4610","11471","182407","2297","0","356","5441","0","0","0","14258","100953","1044","322837"
"123293:17-1-000:legal_applied:2020","123293","栄町","17-1-000","legal_applied","2020","16878","16617","2756691","2239427","2550","297398","537647","156121","381526","555774","2077","7975","121266","17822","7956","17150","29077","397702","19037","224","607","6618","0","3860","0","105133","0","5703","585111"
"124095:17-1-000:non_legal_applied:2020","124095","芝山町","17-1-000","non_legal_applied","2020","1618","1509","228937","228937","3850","24736","52706","52706","0","","","","","","","","","","","","","","","","","","","",""
"124231:17-1-000:non_legal_applied:2020","124231","長生村","17-1-000","non_legal_applied","2020","4593","3691","515501","324068","2420","52281","261667","78887","182780","","","","","","","","","","","","","","","","","","","",""
"128775:17-1-000:legal_applied:2020","128775","君津富津広域下水道組合","17-1-000","legal_applied","2020","57719","50470","8113990","5776592","2750","855485","840276","437204","403072","2608788","68168","22105","494710","100772","85439","137701","128607","1833767","79788","1246","773","55756","3073","392","0","466163","0","30782","2738048"
"130001:17-1-000:legal_applied:2020","130001","東京都","17-1-000","legal_applied","2020","9559878","9558117","1257683710","1199655849","2068","144613217","141935983","82991618","58944365","297419628","32479869","12443954","44124778","14068886","7712755","13583918","14900076","175367063","12514521","400174","174005","31690999","99415","1008385","19019","47174286","0","18819278","315751139"
"132012:17-1-000:legal_applied:2020","132012","八王子市","17-1-000","legal_applied","2020","557714","549646","70932992","59290112","2068","7478942","7746895","3615058","4131837","11357861","445390","34256","430003","695056","68270","200858","865455","7376645","109965","1498","1093","196411","600","5421","20498","1108044","2246155","130452","12263095"
"132021:17-1-000:legal_applied:2020","132021","立川市","17-1-000","legal_applied","2020","184661","184358","24925329","21472804","1408","2409497","1973343","1476115","497228","3993646","394711","40978","823603","0","337726","229289","201497","1981897","141020","1460","793","352282","3868","49319","0","792820","411634","80036","4245915"
"132039:17-1-000:legal_applied:2020","132039","武蔵野市","17-1-000","legal_applied","2020","147975","147969","16888353","16952060","1199","1268120","1253978","1081205","172773","2654438","210629","52713","0","0","273653","121377","115241","1072153","2008","19","2061","93401","2349","0","0","262509","1043709","75533","2790360"
"132047:17-1-000:legal_applied:2020","132047","三鷹市","17-1-000","legal_applied","2020","190774","190770","22680418","20411673","1258","1704053","1755096","1443058","312038","2969260","135766","84290","492722","0","962721","156869","175021","982302","75161","2678","602","202972","9382","23351","0","1183121","311404","46284","3169147"
"132055:17-1-000:legal_applied:2020","132055","青梅市","17-1-000","legal_applied","2020","129095","127888","16924433","14018421","2126","1883045","2435635","1276921","1158714","3385866","249237","297311","0","116999","120477","132215","268648","1973427","33994","156","5607","134974","17599","0","0","431620","596245","68670","3663155"
"132063:17-1-000:legal_applied:2020","132063","府中市","17-1-000","legal_applied","2020","260508","260457","28614982","28607315","908","1839074","1806266","1493995","312271","4591539","367030","8549","0","0","360028","72226","61430","2530092","1464","460","162","122054","0","0","0","240395","1325840","356504","4710627"
"132071:17-1-000:legal_applied:2020","132071","昭島市","17-1-000","legal_applied","2020","113463","112811","16179155","13393173","1347","1514674","1252520","808790","443730","1993369","122028","29751","0","72823","51569","70202","50740","1147259","3556","95","96","59322","6260","0","0","120341","569182","20796","2047849"
"132080:17-1-000:legal_applied:2020","132080","調布市","17-1-000","legal_applied","2020","238087","238038","31334864","25067891","1276","1859771","2196733","1480402","716331","4204045","339111","47839","0","0","479762","110597","108057","1958891","2505","201","356","144094","2637","0","7336","572745","1362872","107706","4377997"
"132098:17-1-000:legal_applied:2020","132098","町田市","17-1-000","legal_applied","2020","425056","422022","45858279","42495307","2068","5068856","5082571","2777918","2304653","10838865","565651","21421","1715375","395068","197496","644458","784761","7739728","356491","8248","2261","379708","16131","87250","0","1361863","54395","211973","11647267"
"132101:17-1-000:legal_applied:2020","132101","小金井市","17-1-000","legal_applied","2020","124078","124060","12503320","12454602","1309","989469","544066","420560","123506","1810069","146017","0","0","133291","82990","44026","25442","781082","82","62","1499","59894","12643","0","0","229923","666689","42541","1863883"
